county,precinct,office,district,party,candidate,absentee,polling,votes
Adair,1NW,U.S. Senate,,Republican Party,Joni Ernst,138.0,286.0,424.0
Adair,2NE,U.S. Senate,,Republican Party,Joni Ernst,147.0,212.0,359.0
Adair,3SW,U.S. Senate,,Republican Party,Joni Ernst,188.0,246.0,434.0
Adair,4SE,U.S. Senate,,Republican Party,Joni Ernst,163.0,206.0,369.0
Adair,5GF,U.S. Senate,,Republican Party,Joni Ernst,174.0,207.0,381.0
Adair,,U.S. Senate,,Republican Party,Joni Ernst,,,1967.0
Adams,Adams 1,U.S. Senate,,Republican Party,Joni Ernst,74.0,118.0,192.0
Adams,Adams 2,U.S. Senate,,Republican Party,Joni Ernst,76.0,131.0,207.0
Adams,Adams 3,U.S. Senate,,Republican Party,Joni Ernst,86.0,141.0,227.0
Adams,Adams 4,U.S. Senate,,Republican Party,Joni Ernst,148.0,100.0,248.0
Adams,Adams 5,U.S. Senate,,Republican Party,Joni Ernst,123.0,114.0,237.0
Adams,,U.S. Senate,,Republican Party,Joni Ernst,,,1111.0
Allamakee,Pct 1 - WL/HV,U.S. Senate,,Republican Party,Joni Ernst,30.0,42.0,72.0
Allamakee,Pct 10 - Waukon 2,U.S. Senate,,Republican Party,Joni Ernst,91.0,123.0,214.0
Allamakee,Pct 11 - Waukon 3,U.S. Senate,,Republican Party,Joni Ernst,137.0,104.0,241.0
Allamakee,Pct 2 - FC/JF/LL/MK/UP,U.S. Senate,,Republican Party,Joni Ernst,274.0,294.0,568.0
Allamakee,Pct 3 - PO/FK,U.S. Senate,,Republican Party,Joni Ernst,79.0,83.0,162.0
Allamakee,Pct 4 - PV City,U.S. Senate,,Republican Party,Joni Ernst,59.0,136.0,195.0
Allamakee,Pct 5 - LT/PC/WV City,U.S. Senate,,Republican Party,Joni Ernst,71.0,124.0,195.0
Allamakee,Pct 6 - FV/TL/HF City,U.S. Senate,,Republican Party,Joni Ernst,66.0,98.0,164.0
Allamakee,Pct 7 - CN/LF/LS/LS City,U.S. Senate,,Republican Party,Joni Ernst,145.0,238.0,383.0
Allamakee,Pct 8 - IA/UC/NA City,U.S. Senate,,Republican Party,Joni Ernst,61.0,180.0,241.0
Allamakee,Pct 9 - Waukon 1,U.S. Senate,,Republican Party,Joni Ernst,181.0,146.0,327.0
Allamakee,,U.S. Senate,,Republican Party,Joni Ernst,,,2762.0
Appanoose,Bellair/Lincoln,U.S. Senate,,Republican Party,Joni Ernst,51.0,85.0,136.0
Appanoose,Caldwell Township,U.S. Senate,,Republican Party,Joni Ernst,20.0,74.0,94.0
Appanoose,Centerville Ward 1,U.S. Senate,,Republican Party,Joni Ernst,128.0,202.0,330.0
Appanoose,Centerville Ward 2,U.S. Senate,,Republican Party,Joni Ernst,77.0,194.0,271.0
Appanoose,Centerville Ward 3,U.S. Senate,,Republican Party,Joni Ernst,105.0,173.0,278.0
Appanoose,Johns/Independence,U.S. Senate,,Republican Party,Joni Ernst,58.0,94.0,152.0
Appanoose,Pleasant/Franklin,U.S. Senate,,Republican Party,Joni Ernst,53.0,92.0,145.0
Appanoose,Taylor/Chariton,U.S. Senate,,Republican Party,Joni Ernst,84.0,182.0,266.0
Appanoose,Udell Township,U.S. Senate,,Republican Party,Joni Ernst,24.0,83.0,107.0
Appanoose,Union Township,U.S. Senate,,Republican Party,Joni Ernst,21.0,51.0,72.0
Appanoose,Vermillion/Douglas/Sharon,U.S. Senate,,Republican Party,Joni Ernst,139.0,158.0,297.0
Appanoose,Walnut Township,U.S. Senate,,Republican Party,Joni Ernst,50.0,100.0,150.0
Appanoose,Washington/Wells,U.S. Senate,,Republican Party,Joni Ernst,60.0,173.0,233.0
Appanoose,,U.S. Senate,,Republican Party,Joni Ernst,,,2531.0
Audubon,Precinct One,U.S. Senate,,Republican Party,Joni Ernst,381.0,512.0,893.0
Audubon,Precinct Two,U.S. Senate,,Republican Party,Joni Ernst,218.0,350.0,568.0
Audubon,,U.S. Senate,,Republican Party,Joni Ernst,,,1461.0
Benton,Belle Plaine 1,U.S. Senate,,Republican Party,Joni Ernst,48.0,113.0,161.0
Benton,Belle Plaine 2,U.S. Senate,,Republican Party,Joni Ernst,38.0,103.0,141.0
Benton,Belle Plaine 3,U.S. Senate,,Republican Party,Joni Ernst,33.0,95.0,128.0
Benton,Benton-Canton-Shellsburg,U.S. Senate,,Republican Party,Joni Ernst,195.0,435.0,630.0
Benton,Big Grove-Union-Van Horne,U.S. Senate,,Republican Party,Joni Ernst,68.0,246.0,314.0
Benton,Bruce-Cedar-Mt Auburn,U.S. Senate,,Republican Party,Joni Ernst,78.0,208.0,286.0
Benton,Eden-Harrison-Taylor,U.S. Senate,,Republican Party,Joni Ernst,173.0,264.0,437.0
Benton,Eldorado-Newhall,U.S. Senate,,Republican Party,Joni Ernst,58.0,238.0,296.0
Benton,Florence-St Clair-Norway,U.S. Senate,,Republican Party,Joni Ernst,96.0,249.0,345.0
Benton,Fremont-Atkins,U.S. Senate,,Republican Party,Joni Ernst,168.0,504.0,672.0
Benton,Homer-Monroe-Jackson-Garrison,U.S. Senate,,Republican Party,Joni Ernst,55.0,206.0,261.0
Benton,Iowa-Leroy-Luzerne-Blairstown,U.S. Senate,,Republican Party,Joni Ernst,123.0,259.0,382.0
Benton,Kane-Keystone,U.S. Senate,,Republican Party,Joni Ernst,47.0,144.0,191.0
Benton,Polk-Urbana,U.S. Senate,,Republican Party,Joni Ernst,86.0,366.0,452.0
Benton,Vinton 1,U.S. Senate,,Republican Party,Joni Ernst,92.0,155.0,247.0
Benton,Vinton 2,U.S. Senate,,Republican Party,Joni Ernst,70.0,92.0,162.0
Benton,Vinton 3,U.S. Senate,,Republican Party,Joni Ernst,95.0,171.0,266.0
Benton,Vinton 4,U.S. Senate,,Republican Party,Joni Ernst,101.0,173.0,274.0
Benton,Walford,U.S. Senate,,Republican Party,Joni Ernst,46.0,192.0,238.0
Benton,,U.S. Senate,,Republican Party,Joni Ernst,,,5883.0
Black Hawk,Barclay Lester Dunkerton,U.S. Senate,,Republican Party,Joni Ernst,95.0,336.0,431.0
Black Hawk,Bennington,U.S. Senate,,Republican Party,Joni Ernst,51.0,106.0,157.0
Black Hawk,Big Creek La Porte,U.S. Senate,,Republican Party,Joni Ernst,176.0,347.0,523.0
Black Hawk,Black Hawk Hudson Lincoln,U.S. Senate,,Republican Party,Joni Ernst,300.0,628.0,928.0
Black Hawk,Cedar Orange,U.S. Senate,,Republican Party,Joni Ernst,162.0,290.0,452.0
Black Hawk,CF W1 P1,U.S. Senate,,Republican Party,Joni Ernst,96.0,240.0,336.0
Black Hawk,CF W1 P2,U.S. Senate,,Republican Party,Joni Ernst,249.0,329.0,578.0
Black Hawk,CF W1 P3,U.S. Senate,,Republican Party,Joni Ernst,182.0,199.0,381.0
Black Hawk,CF W2 P1,U.S. Senate,,Republican Party,Joni Ernst,35.0,58.0,93.0
Black Hawk,CF W2 P2 & CF Twp,U.S. Senate,,Republican Party,Joni Ernst,273.0,321.0,594.0
Black Hawk,CF W2 P3,U.S. Senate,,Republican Party,Joni Ernst,574.0,486.0,1060.0
Black Hawk,CF W3 P1,U.S. Senate,,Republican Party,Joni Ernst,315.0,371.0,686.0
Black Hawk,CF W3 P2,U.S. Senate,,Republican Party,Joni Ernst,381.0,416.0,797.0
Black Hawk,CF W3 P3,U.S. Senate,,Republican Party,Joni Ernst,147.0,137.0,284.0
Black Hawk,CF W4 P1,U.S. Senate,,Republican Party,Joni Ernst,181.0,346.0,527.0
Black Hawk,CF W4 P2,U.S. Senate,,Republican Party,Joni Ernst,66.0,109.0,175.0
Black Hawk,CF W4 P3,U.S. Senate,,Republican Party,Joni Ernst,61.0,57.0,118.0
Black Hawk,CF W5 P1,U.S. Senate,,Republican Party,Joni Ernst,213.0,326.0,539.0
Black Hawk,CF W5 P2,U.S. Senate,,Republican Party,Joni Ernst,259.0,264.0,523.0
Black Hawk,CF W5 P3,U.S. Senate,,Republican Party,Joni Ernst,296.0,425.0,721.0
Black Hawk,Eagle,U.S. Senate,,Republican Party,Joni Ernst,52.0,124.0,176.0
Black Hawk,Elk Run Heights & Raymond,U.S. Senate,,Republican Party,Joni Ernst,70.0,238.0,308.0
Black Hawk,Evansdale W1,U.S. Senate,,Republican Party,Joni Ernst,52.0,94.0,146.0
Black Hawk,Evansdale W2,U.S. Senate,,Republican Party,Joni Ernst,30.0,120.0,150.0
Black Hawk,Evansdale W3,U.S. Senate,,Republican Party,Joni Ernst,35.0,89.0,124.0
Black Hawk,Evansdale W4,U.S. Senate,,Republican Party,Joni Ernst,32.0,142.0,174.0
Black Hawk,Mt Vernon,U.S. Senate,,Republican Party,Joni Ernst,92.0,202.0,294.0
Black Hawk,Poyner P1 & East Wloo,U.S. Senate,,Republican Party,Joni Ernst,72.0,110.0,182.0
Black Hawk,Poyner P2 Fox Gilbert Jesup,U.S. Senate,,Republican Party,Joni Ernst,111.0,284.0,395.0
Black Hawk,Spring Creek,U.S. Senate,,Republican Party,Joni Ernst,51.0,33.0,84.0
Black Hawk,Union,U.S. Senate,,Republican Party,Joni Ernst,117.0,222.0,339.0
Black Hawk,Washington Janesville,U.S. Senate,,Republican Party,Joni Ernst,44.0,154.0,198.0
Black Hawk,WL 1-1,U.S. Senate,,Republican Party,Joni Ernst,147.0,334.0,481.0
Black Hawk,WL 1-2,U.S. Senate,,Republican Party,Joni Ernst,145.0,245.0,390.0
Black Hawk,WL 1-3,U.S. Senate,,Republican Party,Joni Ernst,77.0,139.0,216.0
Black Hawk,WL 1-4,U.S. Senate,,Republican Party,Joni Ernst,166.0,252.0,418.0
Black Hawk,WL 1-5,U.S. Senate,,Republican Party,Joni Ernst,149.0,244.0,393.0
Black Hawk,WL 1-6,U.S. Senate,,Republican Party,Joni Ernst,353.0,437.0,790.0
Black Hawk,WL 2-1,U.S. Senate,,Republican Party,Joni Ernst,165.0,164.0,329.0
Black Hawk,WL 2-2,U.S. Senate,,Republican Party,Joni Ernst,68.0,141.0,209.0
Black Hawk,WL 2-3,U.S. Senate,,Republican Party,Joni Ernst,99.0,204.0,303.0
Black Hawk,WL 2-4,U.S. Senate,,Republican Party,Joni Ernst,215.0,315.0,530.0
Black Hawk,WL 2-5,U.S. Senate,,Republican Party,Joni Ernst,135.0,246.0,381.0
Black Hawk,WL 2-6,U.S. Senate,,Republican Party,Joni Ernst,226.0,334.0,560.0
Black Hawk,WL 3-1,U.S. Senate,,Republican Party,Joni Ernst,120.0,170.0,290.0
Black Hawk,WL 3-2,U.S. Senate,,Republican Party,Joni Ernst,72.0,135.0,207.0
Black Hawk,WL 3-3,U.S. Senate,,Republican Party,Joni Ernst,14.0,43.0,57.0
Black Hawk,WL 3-4,U.S. Senate,,Republican Party,Joni Ernst,16.0,78.0,94.0
Black Hawk,WL 3-5,U.S. Senate,,Republican Party,Joni Ernst,124.0,218.0,342.0
Black Hawk,WL 3-6,U.S. Senate,,Republican Party,Joni Ernst,52.0,50.0,102.0
Black Hawk,WL 4-1,U.S. Senate,,Republican Party,Joni Ernst,23.0,24.0,47.0
Black Hawk,WL 4-2,U.S. Senate,,Republican Party,Joni Ernst,23.0,28.0,51.0
Black Hawk,WL 4-3,U.S. Senate,,Republican Party,Joni Ernst,16.0,28.0,44.0
Black Hawk,WL 4-4,U.S. Senate,,Republican Party,Joni Ernst,25.0,94.0,119.0
Black Hawk,WL 4-5,U.S. Senate,,Republican Party,Joni Ernst,36.0,65.0,101.0
Black Hawk,WL 4-6,U.S. Senate,,Republican Party,Joni Ernst,41.0,79.0,120.0
Black Hawk,WL 5-1,U.S. Senate,,Republican Party,Joni Ernst,27.0,62.0,89.0
Black Hawk,WL 5-2,U.S. Senate,,Republican Party,Joni Ernst,78.0,204.0,282.0
Black Hawk,WL 5-3,U.S. Senate,,Republican Party,Joni Ernst,71.0,146.0,217.0
Black Hawk,WL 5-4,U.S. Senate,,Republican Party,Joni Ernst,145.0,287.0,432.0
Black Hawk,WL 5-5,U.S. Senate,,Republican Party,Joni Ernst,188.0,363.0,551.0
Black Hawk,WL 5-6,U.S. Senate,,Republican Party,Joni Ernst,163.0,226.0,389.0
Black Hawk,,U.S. Senate,,Republican Party,Joni Ernst,,,21007.0
Boone,Boone 1st Ward,U.S. Senate,,Republican Party,Joni Ernst,167.0,263.0,430.0
Boone,Boone 2nd Ward,U.S. Senate,,Republican Party,Joni Ernst,266.0,292.0,558.0
Boone,Boone 3rd Ward,U.S. Senate,,Republican Party,Joni Ernst,239.0,267.0,506.0
Boone,Boone 4th Ward,U.S. Senate,,Republican Party,Joni Ernst,245.0,337.0,582.0
Boone,Boone 5th Ward,U.S. Senate,,Republican Party,Joni Ernst,244.0,215.0,459.0
Boone,Madrid 1st Ward,U.S. Senate,,Republican Party,Joni Ernst,28.0,126.0,154.0
Boone,Madrid 2nd Ward,U.S. Senate,,Republican Party,Joni Ernst,42.0,168.0,210.0
Boone,Madrid 3rd Ward,U.S. Senate,,Republican Party,Joni Ernst,45.0,121.0,166.0
Boone,Ogden,U.S. Senate,,Republican Party,Joni Ernst,135.0,292.0,427.0
Boone,Rural Precinct 1,U.S. Senate,,Republican Party,Joni Ernst,117.0,141.0,258.0
Boone,Rural Precinct 2,U.S. Senate,,Republican Party,Joni Ernst,217.0,247.0,464.0
Boone,Rural Precinct 3,U.S. Senate,,Republican Party,Joni Ernst,80.0,142.0,222.0
Boone,Rural Precinct 4,U.S. Senate,,Republican Party,Joni Ernst,225.0,356.0,581.0
Boone,Rural Precinct 5,U.S. Senate,,Republican Party,Joni Ernst,43.0,111.0,154.0
Boone,Rural Precinct 6,U.S. Senate,,Republican Party,Joni Ernst,259.0,209.0,468.0
Boone,,U.S. Senate,,Republican Party,Joni Ernst,,,5639.0
Bremer,CITY OF DENVER/JEFFERSON TWP,U.S. Senate,,Republican Party,Joni Ernst,261.0,576.0,837.0
Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,U.S. Senate,,Republican Party,Joni Ernst,18.0,106.0,124.0
Bremer,CITY OF JANESVILLE/JACKSON TWP,U.S. Senate,,Republican Party,Joni Ernst,122.0,242.0,364.0
Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,U.S. Senate,,Republican Party,Joni Ernst,98.0,227.0,325.0
Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,U.S. Senate,,Republican Party,Joni Ernst,174.0,316.0,490.0
Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,U.S. Senate,,Republican Party,Joni Ernst,193.0,486.0,679.0
Bremer,CITY OF TRIPOLI/FREMONT,U.S. Senate,,Republican Party,Joni Ernst,75.0,233.0,308.0
Bremer,LAFAYETTE TWP/WARREN TWPS,U.S. Senate,,Republican Party,Joni Ernst,77.0,223.0,300.0
Bremer,WAVERLY WARD I/E WASHINGTON TWP,U.S. Senate,,Republican Party,Joni Ernst,206.0,318.0,524.0
Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,U.S. Senate,,Republican Party,Joni Ernst,152.0,269.0,421.0
Bremer,WAVERLY WARD III,U.S. Senate,,Republican Party,Joni Ernst,54.0,111.0,165.0
Bremer,WAVERLY WARD IV,U.S. Senate,,Republican Party,Joni Ernst,141.0,261.0,402.0
Bremer,WAVERLY WARD V/W WASHINGTON TWP,U.S. Senate,,Republican Party,Joni Ernst,216.0,332.0,548.0
Bremer,,U.S. Senate,,Republican Party,Joni Ernst,,,5487.0
Buchanan,Aurora,U.S. Senate,,Republican Party,Joni Ernst,67.0,151.0,218.0
Buchanan,Brandon,U.S. Senate,,Republican Party,Joni Ernst,39.0,123.0,162.0
Buchanan,Fairbank,U.S. Senate,,Republican Party,Joni Ernst,54.0,144.0,198.0
Buchanan,Hazleton,U.S. Senate,,Republican Party,Joni Ernst,59.0,132.0,191.0
Buchanan,Independence 1st Ward,U.S. Senate,,Republican Party,Joni Ernst,256.0,264.0,520.0
Buchanan,Independence 2nd Ward,U.S. Senate,,Republican Party,Joni Ernst,102.0,135.0,237.0
Buchanan,Independence 3rd Ward,U.S. Senate,,Republican Party,Joni Ernst,174.0,216.0,390.0
Buchanan,Independence 4th Ward,U.S. Senate,,Republican Party,Joni Ernst,43.0,106.0,149.0
Buchanan,Independence 5th Ward,U.S. Senate,,Republican Party,Joni Ernst,58.0,142.0,200.0
Buchanan,Jesup,U.S. Senate,,Republican Party,Joni Ernst,112.0,324.0,436.0
Buchanan,Middlefield-Newton,U.S. Senate,,Republican Party,Joni Ernst,43.0,112.0,155.0
Buchanan,Perry-Westburg,U.S. Senate,,Republican Party,Joni Ernst,91.0,175.0,266.0
Buchanan,Quasqueton,U.S. Senate,,Republican Party,Joni Ernst,83.0,182.0,265.0
Buchanan,Rowley,U.S. Senate,,Republican Party,Joni Ernst,60.0,187.0,247.0
Buchanan,Winthrop,U.S. Senate,,Republican Party,Joni Ernst,100.0,211.0,311.0
Buchanan,,U.S. Senate,,Republican Party,Joni Ernst,,,3945.0
Buena Vista,ACFC,U.S. Senate,,Republican Party,Joni Ernst,87.0,203.0,290.0
Buena Vista,ALNE,U.S. Senate,,Republican Party,Joni Ernst,124.0,437.0,561.0
Buena Vista,LKHM,U.S. Senate,,Republican Party,Joni Ernst,124.0,257.0,381.0
Buena Vista,NENP,U.S. Senate,,Republican Party,Joni Ernst,97.0,241.0,338.0
Buena Vista,SL01,U.S. Senate,,Republican Party,Joni Ernst,78.0,181.0,259.0
Buena Vista,SL02,U.S. Senate,,Republican Party,Joni Ernst,36.0,71.0,107.0
Buena Vista,SL03,U.S. Senate,,Republican Party,Joni Ernst,179.0,306.0,485.0
Buena Vista,SL04,U.S. Senate,,Republican Party,Joni Ernst,89.0,167.0,256.0
Buena Vista,SMLR,U.S. Senate,,Republican Party,Joni Ernst,173.0,404.0,577.0
Buena Vista,TRWG,U.S. Senate,,Republican Party,Joni Ernst,84.0,184.0,268.0
Buena Vista,,U.S. Senate,,Republican Party,Joni Ernst,,,3522.0
Butler,1-GR,U.S. Senate,,Republican Party,Joni Ernst,151.0,282.0,433.0
Butler,2-CL,U.S. Senate,,Republican Party,Joni Ernst,205.0,355.0,560.0
Butler,3-DU,U.S. Senate,,Republican Party,Joni Ernst,165.0,221.0,386.0
Butler,4-AL,U.S. Senate,,Republican Party,Joni Ernst,148.0,198.0,346.0
Butler,5-AP,U.S. Senate,,Republican Party,Joni Ernst,196.0,338.0,534.0
Butler,6-SR,U.S. Senate,,Republican Party,Joni Ernst,196.0,360.0,556.0
Butler,7-PB,U.S. Senate,,Republican Party,Joni Ernst,208.0,395.0,603.0
Butler,8-NH,U.S. Senate,,Republican Party,Joni Ernst,59.0,153.0,212.0
Butler,,U.S. Senate,,Republican Party,Joni Ernst,,,3630.0
Calhoun,Butler- Williams,U.S. Senate,,Republican Party,Joni Ernst,71.0,182.0,253.0
Calhoun,Calhoun- Jackson- EG- LK,U.S. Senate,,Republican Party,Joni Ernst,144.0,337.0,481.0
Calhoun,Cedar,U.S. Senate,,Republican Party,Joni Ernst,22.0,82.0,104.0
Calhoun,Center- Logan- TL- GA- L,U.S. Senate,,Republican Party,Joni Ernst,100.0,163.0,263.0
Calhoun,Greenfield & Lincoln 2,U.S. Senate,,Republican Party,Joni Ernst,24.0,89.0,113.0
Calhoun,Lincoln 1,U.S. Senate,,Republican Party,Joni Ernst,144.0,299.0,443.0
Calhoun,Reading,U.S. Senate,,Republican Party,Joni Ernst,42.0,100.0,142.0
Calhoun,Rockwell City,U.S. Senate,,Republican Party,Joni Ernst,149.0,260.0,409.0
Calhoun,Sherman,U.S. Senate,,Republican Party,Joni Ernst,82.0,120.0,202.0
Calhoun,Union,U.S. Senate,,Republican Party,Joni Ernst,32.0,101.0,133.0
Calhoun,,U.S. Senate,,Republican Party,Joni Ernst,,,2543.0
Carroll,Arcadia,U.S. Senate,,Republican Party,Joni Ernst,34.0,110.0,144.0
Carroll,Carroll Ward Four,U.S. Senate,,Republican Party,Joni Ernst,176.0,216.0,392.0
Carroll,Carroll Ward One,U.S. Senate,,Republican Party,Joni Ernst,314.0,309.0,623.0
Carroll,Carroll Ward Three &amp; S1/2 Maple River Twp,U.S. Senate,,Republican Party,Joni Ernst,213.0,313.0,526.0
Carroll,Carroll Ward Two &amp; N1/2 Maple River Twp,U.S. Senate,,Republican Party,Joni Ernst,284.0,383.0,667.0
Carroll,Eden,U.S. Senate,,Republican Party,Joni Ernst,22.0,126.0,148.0
Carroll,Ewoldt,U.S. Senate,,Republican Party,Joni Ernst,129.0,286.0,415.0
Carroll,Glidden-Richland,U.S. Senate,,Republican Party,Joni Ernst,111.0,305.0,416.0
Carroll,Pleasant Valley-Newton,U.S. Senate,,Republican Party,Joni Ernst,76.0,152.0,228.0
Carroll,Sheridan-Grant-Jasper,U.S. Senate,,Republican Party,Joni Ernst,105.0,171.0,276.0
Carroll,Union,U.S. Senate,,Republican Party,Joni Ernst,80.0,265.0,345.0
Carroll,Washington-Roselle,U.S. Senate,,Republican Party,Joni Ernst,76.0,180.0,256.0
Carroll,Wheatland-Kniest,U.S. Senate,,Republican Party,Joni Ernst,85.0,207.0,292.0
Carroll,,U.S. Senate,,Republican Party,Joni Ernst,,,4728.0
Cass,Atlantic 1,U.S. Senate,,Republican Party,Joni Ernst,66.0,133.0,199.0
Cass,Atlantic 2,U.S. Senate,,Republican Party,Joni Ernst,57.0,118.0,175.0
Cass,Atlantic 3,U.S. Senate,,Republican Party,Joni Ernst,124.0,236.0,360.0
Cass,Atlantic 4,U.S. Senate,,Republican Party,Joni Ernst,163.0,246.0,409.0
Cass,Atlantic 5,U.S. Senate,,Republican Party,Joni Ernst,157.0,213.0,370.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Republican Party,Joni Ernst,78.0,162.0,240.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Republican Party,Joni Ernst,47.0,74.0,121.0
Cass,Brighton- Grove- Pymosa- Washington Twp/Marne,U.S. Senate,,Republican Party,Joni Ernst,127.0,252.0,379.0
Cass,Enda- Victoria Twp,U.S. Senate,,Republican Party,Joni Ernst,18.0,51.0,69.0
Cass,Grant- Lincoln Twp/Anita,U.S. Senate,,Republican Party,Joni Ernst,62.0,240.0,302.0
Cass,Massena Twp/Massena City,U.S. Senate,,Republican Party,Joni Ernst,22.0,120.0,142.0
Cass,Noble- Pleasant Twp/Griswold,U.S. Senate,,Republican Party,Joni Ernst,99.0,315.0,414.0
Cass,Union Twp/Cumberland,U.S. Senate,,Republican Party,Joni Ernst,19.0,93.0,112.0
Cass,,U.S. Senate,,Republican Party,Joni Ernst,,,3292.0
Cedar,CASS/CENTER/IOWA/ROCHESTER,U.S. Senate,,Republican Party,Joni Ernst,227.0,321.0,548.0
Cedar,DAYTON/FAIRFIELD,U.S. Senate,,Republican Party,Joni Ernst,122.0,242.0,364.0
Cedar,FARMINGTON/SUGAR CREEK,U.S. Senate,,Republican Party,Joni Ernst,229.0,437.0,666.0
Cedar,FREMONT/RED OAK,U.S. Senate,,Republican Party,Joni Ernst,82.0,156.0,238.0
Cedar,GOWER/SPRINGDALE,U.S. Senate,,Republican Party,Joni Ernst,75.0,185.0,260.0
Cedar,INLAND,U.S. Senate,,Republican Party,Joni Ernst,42.0,152.0,194.0
Cedar,LINN/PIONEER,U.S. Senate,,Republican Party,Joni Ernst,115.0,296.0,411.0
Cedar,MASSILLON/SPRINGFIELD,U.S. Senate,,Republican Party,Joni Ernst,116.0,255.0,371.0
Cedar,TIPTON 1,U.S. Senate,,Republican Party,Joni Ernst,65.0,92.0,157.0
Cedar,TIPTON 2,U.S. Senate,,Republican Party,Joni Ernst,83.0,119.0,202.0
Cedar,TIPTON 3,U.S. Senate,,Republican Party,Joni Ernst,101.0,162.0,263.0
Cedar,WEST BRANCH 1,U.S. Senate,,Republican Party,Joni Ernst,91.0,252.0,343.0
Cedar,,U.S. Senate,,Republican Party,Joni Ernst,,,4017.0
Cerro Gordo,Clear Lake - Grant - Union,U.S. Senate,,Republican Party,Joni Ernst,218.0,403.0,621.0
Cerro Gordo,Clear Lake - Ward 1,U.S. Senate,,Republican Party,Joni Ernst,253.0,442.0,695.0
Cerro Gordo,Clear Lake - Ward 2,U.S. Senate,,Republican Party,Joni Ernst,217.0,404.0,621.0
Cerro Gordo,Clear Lake - Ward 3,U.S. Senate,,Republican Party,Joni Ernst,138.0,330.0,468.0
Cerro Gordo,Falls - Plymouth Pct,U.S. Senate,,Republican Party,Joni Ernst,19.0,91.0,110.0
Cerro Gordo,Falls - Rock Falls Pct,U.S. Senate,,Republican Party,Joni Ernst,20.0,55.0,75.0
Cerro Gordo,Geneseo Twp Pct,U.S. Senate,,Republican Party,Joni Ernst,27.0,188.0,215.0
Cerro Gordo,Grimes - Meservey Pct,U.S. Senate,,Republican Party,Joni Ernst,11.0,43.0,54.0
Cerro Gordo,Grimes - Thornton Pct,U.S. Senate,,Republican Party,Joni Ernst,32.0,79.0,111.0
Cerro Gordo,Lake / Lincoln Twps Pct,U.S. Senate,,Republican Party,Joni Ernst,46.0,105.0,151.0
Cerro Gordo,Lime Creek / Mason N Twps,U.S. Senate,,Republican Party,Joni Ernst,44.0,72.0,116.0
Cerro Gordo,Mason City W-1 P-1,U.S. Senate,,Republican Party,Joni Ernst,74.0,88.0,162.0
Cerro Gordo,Mason City W-1 P-2,U.S. Senate,,Republican Party,Joni Ernst,86.0,247.0,333.0
Cerro Gordo,Mason City W-1 P-3,U.S. Senate,,Republican Party,Joni Ernst,168.0,328.0,496.0
Cerro Gordo,Mason City W-2 P-1,U.S. Senate,,Republican Party,Joni Ernst,54.0,125.0,179.0
Cerro Gordo,Mason City W-2 P-2,U.S. Senate,,Republican Party,Joni Ernst,246.0,315.0,561.0
Cerro Gordo,Mason City W-2 P-3,U.S. Senate,,Republican Party,Joni Ernst,65.0,109.0,174.0
Cerro Gordo,Mason City W-3 P-1,U.S. Senate,,Republican Party,Joni Ernst,98.0,202.0,300.0
Cerro Gordo,Mason City W-3 P-2,U.S. Senate,,Republican Party,Joni Ernst,64.0,169.0,233.0
Cerro Gordo,Mason City W-3 P-3,U.S. Senate,,Republican Party,Joni Ernst,205.0,357.0,562.0
Cerro Gordo,Mason City W-4 P-1,U.S. Senate,,Republican Party,Joni Ernst,52.0,114.0,166.0
Cerro Gordo,Mason City W-4 P-2,U.S. Senate,,Republican Party,Joni Ernst,75.0,225.0,300.0
Cerro Gordo,Mason City W-4 P-3,U.S. Senate,,Republican Party,Joni Ernst,156.0,243.0,399.0
Cerro Gordo,Mason S / Bath Twps,U.S. Senate,,Republican Party,Joni Ernst,53.0,95.0,148.0
Cerro Gordo,Mt Vernon - Pl Valley Twps,U.S. Senate,,Republican Party,Joni Ernst,33.0,124.0,157.0
Cerro Gordo,Portland - Owen - Dougherty,U.S. Senate,,Republican Party,Joni Ernst,63.0,130.0,193.0
Cerro Gordo,,U.S. Senate,,Republican Party,Joni Ernst,,,7600.0
Cherokee,#1 Aurelia,U.S. Senate,,Republican Party,Joni Ernst,149.0,332.0,481.0
Cherokee,#2 Cleghorn,U.S. Senate,,Republican Party,Joni Ernst,241.0,443.0,684.0
Cherokee,#3 Quimby,U.S. Senate,,Republican Party,Joni Ernst,172.0,246.0,418.0
Cherokee,#4 Cherokee,U.S. Senate,,Republican Party,Joni Ernst,153.0,249.0,402.0
Cherokee,#5 Cherokee Ward 1,U.S. Senate,,Republican Party,Joni Ernst,191.0,261.0,452.0
Cherokee,#6 Cherokee Ward 2,U.S. Senate,,Republican Party,Joni Ernst,82.0,152.0,234.0
Cherokee,#7 Cherokee Ward 3,U.S. Senate,,Republican Party,Joni Ernst,149.0,216.0,365.0
Cherokee,,U.S. Senate,,Republican Party,Joni Ernst,,,3036.0
